District,Venue Type,Venue Name,Physical Address,Latitude,Longitude,Region
Hillarys,Ordinary Polling Place,St Mark's Anglican Community School,"St Marks Drive, HILLARYS WA 6025",-31.79994,115.74402,North Metropolitan
Jandakot,Ordinary Polling Place,Banksia Park Primary School,"2 Hicks Street, LEEMING WA 6149",-32.07211,115.87495,South Metropolitan
Jandakot,Ordinary Polling Place,Canning Vale Primary School,"The Ramble , CANNING VALE WA 6155",-32.07606,115.91252,South Metropolitan
Jandakot,Ordinary Polling Place,Forrestdale Primary School,"35 Broome Street, FORRESTDALE WA 6112",-32.153018,115.948538,South Metropolitan
Jandakot,Mobile Polling Place,Hakea Prison,"Nicholson Road, CANNING VALE WA 6155",-32.10352,115.92161,South Metropolitan
Jandakot,Ordinary Polling Place,Harrisdale Primary School,"7 Fairhaven Ave, HARRISDALE WA 6112",-32.12481,115.93703,South Metropolitan
Jandakot,Ordinary Polling Place,Lakeland Senior High School,"106 South Lake Drive, SOUTH LAKE WA 6164",-32.10794,115.84617,South Metropolitan
Jandakot,Ordinary Polling Place,Leeming Primary School,"10 Meharry Road, LEEMING WA 6149",-32.07605,115.86302,South Metropolitan
Jandakot,Ordinary Polling Place,Piara Waters Primary School,"440 Wright Road, PIARA WATERS WA 6112",-32.12697,115.91625,South Metropolitan
Jandakot,Ordinary Polling Place,Ranford Primary School,"Orkney Crescent, CANNING VALE WA 6155",-32.093748,115.910891,South Metropolitan
Jandakot,Ordinary Polling Place,West Leeming Primary School,"20 Westall Terrace, LEEMING WA 6149",-32.07039,115.85615,South Metropolitan
Joondalup,Ordinary Polling Place,Beaumaris Community Centre,"66 Constellation Drive, OCEAN REEF WA 6027",-31.751077,115.734821,North Metropolitan
Joondalup,Ordinary Polling Place,Beldon Primary School,"10 Pacific Way, BELDON WA 6027",-31.77422,115.75742,North Metropolitan
Joondalup,Ordinary Polling Place,Beldon Primary School (Drive-in),"10 Pacific Way, BELDON WA 6027",-31.773909,115.757816,North Metropolitan
Joondalup,Mobile Polling Place,Belrose Care Grand view,"21 Aldwych Way, JOONDALUP WA 6027",-31.73369,115.76721,North Metropolitan
Joondalup,Ordinary Polling Place,Connolly Primary School,"Fairway Circle, CONNOLLY WA 6027",-31.74707,115.75788,North Metropolitan
Joondalup,Ordinary Polling Place,Eddystone Primary School,"Littorina Avenue, HEATHRIDGE WA 6027",-31.76668,115.76863,North Metropolitan
Joondalup,Mobile Polling Place,Edgewater Mercy Hostel,"19 Pioneer Drive, EDGEWATER WA 6027",-31.765543,115.778354,North Metropolitan
Joondalup,Ordinary Polling Place,Edgewater Primary School,"76 Treetop Avenue, EDGEWATER WA 6027",-31.76341,115.78043,North Metropolitan
Joondalup,Mobile Polling Place,Joondalup Health Campus,"Shenton Avenue, JOONDALUP WA 6027",-31.738838,115.77133,North Metropolitan
Joondalup,Ordinary Polling Place,Joondalup Public Library,"102 Boas Avenue, JOONDALUP WA 6027",-31.74360,115.77342,North Metropolitan
Joondalup,Ordinary Polling Place,Mullaloo Heights Primary School,"27 Charonia Road, MULLALOO WA 6027",-31.77744,115.74872,North Metropolitan
Joondalup,Ordinary Polling Place,Ocean Reef Senior High School,"21 Venturi Drive, OCEAN REEF WA 6027",-31.75974,115.7389,North Metropolitan
Joondalup,Ordinary Polling Place,Poseidon Primary School,"97 Poseidon Road, HEATHRIDGE WA 6027",-31.76099,115.75188,North Metropolitan
Kalamunda,Mobile Polling Place,Amana Living - Parry Hostel,"74 Warlingham Drive, LESMURDIE WA 6076",-31.999337,116.047002,East Metropolitan
Kalamunda,Ordinary Polling Place,Carmel Hall,"152 Carmel Road, CARMEL WA 6076",-32.019397,116.090593,East Metropolitan
Kalamunda,Ordinary Polling Place,Darlington Primary School,"2-14 Amherst Avenue, DARLINGTON WA 6070",-31.920129,116.078555,East Metropolitan
Kalamunda,Ordinary Polling Place,Falls Road Primary School,"50 Falls Road, LESMURDIE WA 6076",-31.992474,116.047699,East Metropolitan
Kalamunda,Ordinary Polling Place,Glen Forrest Primary School,"Tillbrook Street, GLEN FORREST WA 6071",-31.915557,116.100898,East Metropolitan
Kalamunda,Ordinary Polling Place,Gooseberry Hill Primary School,"24 Ledger Road, GOOSEBERRY HILL WA 6076",-31.95611254,116.05606620,East Metropolitan
Kalamunda,Mobile Polling Place,Kalamunda Health Campus,"Elizabeth Street, KALAMUNDA WA 6076",-31.966341,116.060219,East Metropolitan
Kalamunda,Ordinary Polling Place,Kalamunda Primary School,"32 Heath Road, KALAMUNDA WA 6076",-31.9714,116.05147,East Metropolitan
Kalamunda,Ordinary Polling Place,Kalamunda Senior High School,"12 Cotherstone Road, KALAMUNDA WA 6076",-31.97735,116.056834,East Metropolitan
Kalamunda,Ordinary Polling Place,Lesmurdie Primary School,"49 Sanderson Road, LESMURDIE WA 6076",-32.004457,116.045722,East Metropolitan
Kalamunda,Ordinary Polling Place,Mahogany Creek Hall,"3060 Strettle Road, MAHOGANY CREEK WA 6072",-31.906247,116.137556,East Metropolitan
Kalamunda,Ordinary Polling Place,Mundaring Primary School,"855 Stevens Street, MUNDARING WA 6073",-31.89503577,116.17233260,East Metropolitan
Kalamunda,Ordinary Polling Place,Parkerville Primary School,"16 Parker Road, PARKERVILLE WA 6081",-31.88329868,116.13308420,East Metropolitan
Kalamunda,Ordinary Polling Place,Stoneville Playgroup Centre,"Bentley Street, STONEVILLE WA 6081",-31.870171,116.167886,East Metropolitan
Kalamunda,Mobile Polling Place,Sunshine Park Hostel,"10 Brady Road, LESMURDIE WA 6076",-32.009678,116.043329,East Metropolitan
Kalamunda,Mobile Polling Place,Villa Maria Hostel,"173 Lesmurdie Road, LESMURDIE WA 6076",-31.992815,116.054393,East Metropolitan
Kalamunda,Ordinary Polling Place,Walliston Primary School,"11 Dianella Road, WALLISTON WA 6076",-31.99878,116.07019,East Metropolitan
Kalgoorlie,Mobile Polling Place,Amana Living - Edward Collick Home & Muscamp Village,"173 Wilson Street, KALGOORLIE WA 6430",-30.761517,121.48600,Mining and Pastoral
Kalgoorlie,Ordinary Polling Place,Boulder Primary School,"Lane Street, BOULDER WA 6432",-30.779727,121.488458,Mining and Pastoral
Kalgoorlie,Ordinary Polling Place,Coolgardie Community Recreation Centre,"69 Sylvester Street, COOLGARDIE WA 6429",-30.953704,121.164179,Mining and Pastoral
Kalgoorlie,Mobile Polling Place,Eastern Goldfields Community Centre,"13 Roberts Street, KALGOORLIE WA 6430",-30.753469,121.478544,Mining and Pastoral
Kalgoorlie,Mobile Polling Place,Eastern Goldfields Regional Prison,"Vivian Street, BOULDER WA 6432",-30.79122,121.48039,Mining and Pastoral
Kalgoorlie,Ordinary Polling Place,Goldfields Arts Centre,"35 Cheetham Street, KALGOORLIE WA 6430",-30.7504,121.47602,Mining and Pastoral
Kalgoorlie,Ordinary Polling Place,Hannans Primary School,"2 A Nankiville Road , KALGOORLIE WA 6430",-30.72423,121.45171,Mining and Pastoral
Kalgoorlie,Ordinary Polling Place,John Paul College,"Lionel Street, SOUTH KALGOORLIE WA 6430",-30.76360,121.47896,Mining and Pastoral
Kalgoorlie,Ordinary Polling Place,Kalgoorlie Health Campus,"Piccadilly Street, PICCADILLY WA 6430",-30.74063,121.46941,Mining and Pastoral
Kalgoorlie,Mobile Polling Place,Kalgoorlie Health Service,"Piccadilly Street, PICCADILLY WA 6430",-30.74063,121.46941,Mining and Pastoral
Kalgoorlie,Ordinary Polling Place,Kambalda Primary School,"8 Larkin Street, KAMBALDA WA 6442",-31.203832,121.665594,Mining and Pastoral
Kalgoorlie,Ordinary Polling Place,Kambalda West District High School,"Salmon Gums Road, KAMBALDA WEST WA 6442",-31.20617,121.61909,Mining and Pastoral
Kalgoorlie,Ordinary Polling Place,Laverton Primary School,"Lancefield Street, LAVERTON WA 6440",-28.6273,122.4038,Mining and Pastoral
Kalgoorlie,Ordinary Polling Place,Leinster Community Hall,"Link Road, LEINSTER WA 6437",-27.91328,120.69769,Mining and Pastoral
Kalgoorlie,Ordinary Polling Place,Leonora Recreation Centre,"Tower Street, LEONORA WA 6438",-28.881999,121.331093,Mining and Pastoral
Kalgoorlie,Mobile Polling Place,Menzies Shire Hall,"124 Shenton Street, MENZIES WA 6436",-29.694437,121.029519,Mining and Pastoral
Kalgoorlie,Ordinary Polling Place,Norseman Town Hall,"88-92 Prinsep Street, NORSEMAN WA 6443",-32.19884,121.77913,Mining and Pastoral
Kalgoorlie,Ordinary Polling Place,North Kalgoorlie Primary School,"Campbell Street, LAMINGTON WA 6430",-30.738687,121.460163,Mining and Pastoral
Kalgoorlie,Ordinary Polling Place,O'Connor Primary School,"235 Johnston Street , KALGOORLIE WA 6430",-30.77741,121.46585,Mining and Pastoral
Kalgoorlie,Mobile Polling Place,Victoria Park Aged Care,"1 Croesus Street, KALGOORLIE WA 6430",-30.741085,121.475099,Mining and Pastoral
Kimberley,Mobile Polling Place,Broome Hospital,"Robinson Street, BROOME WA 6725",-17.961413,122.236771,Mining and Pastoral
Kimberley,Ordinary Polling Place,Broome Primary School,"Weld Street, BROOME WA 6725",-17.96071,122.238564,Mining and Pastoral
Kimberley,Mobile Polling Place,Broome Regional Prison,"Hamersley Street, BROOME WA 6725",-17.958328,122.241298,Mining and Pastoral
Kimberley,Ordinary Polling Place,Cable Beach Primary School,"Dakas Street, CABLE BEACH WA 6726",-17.959338,122.216806,Mining and Pastoral
Kimberley,Ordinary Polling Place,Derby District High School,"10 Anderson Street, DERBY WA 6728",-17.308145,123.633547,Mining and Pastoral
Kimberley,Mobile Polling Place,Derby Hospital,"Clarendon Street, DERBY WA 6728",-17.306031,123.633044,Mining and Pastoral
Kimberley,Mobile Polling Place,Fitzroy Crossing Hospital,"Fallon Road, FITZROY CROSSING WA 6765",-18.191077,125.562856,Mining and Pastoral
Kimberley,Ordinary Polling Place,Fitzroy Valley District High School,"Flynn Drive, FITZROY CROSSING WA 6765",-18.188082,125.564315,Mining and Pastoral
Kimberley,Mobile Polling Place,Germanus Kent House,"20 Dickson Drive, BROOME WA 6725",-17.969087,122.227555,Mining and Pastoral
Kimberley,Ordinary Polling Place,Halls Creek District High School,"Thomas Street, HALLS CREEK WA 6770",-18.225227,127.668935,Mining and Pastoral
Kimberley,Mobile Polling Place,Halls Creek Hospital,"70 Roberta Avenue, HALLS CREEK WA 6770",-18.225917,127.666123,Mining and Pastoral
Kimberley,Mobile Polling Place,Kununurra Hospital,"96 Coolibah Drive, KUNUNURRA WA 6743",-15.775714,128.734191,Mining and Pastoral
Kimberley,Ordinary Polling Place,Kununurra Leisure Centre,"Coolibah Drive, KUNUNURRA WA 6743",-15.77314,128.73836,Mining and Pastoral
Kimberley,Mobile Polling Place,Numbla Nunga Nursing Home,"37 Sutherland Street, DERBY WA 6728",-17.308511,123.65361,Mining and Pastoral
Kimberley,Ordinary Polling Place,Roebuck Bay Primary School,"Spoonbill Avenue, BROOME WA 6725",-17.93988,122.23247,Mining and Pastoral
Kimberley,Ordinary Polling Place,Warmun Council Chambers,"Warmun Aboriginal Community, WARMUN WA 6743",-17.016648,128.217013,Mining and Pastoral
Kimberley,Mobile Polling Place,West Kimberley Regional Prison,"Lot/500 Derby Highway, DERBY WA 6728",-17.354295,123.67724,Mining and Pastoral
Kimberley,Ordinary Polling Place,Wyndham District High School,"Coverley Street, WYNDHAM WA 6740",-15.488004,128.120831,Mining and Pastoral
Kimberley,Mobile Polling Place,Wyndham Hospital,"Minderoo Road, WYNDHAM WA 6740",-15.478122,128.126672,Mining and Pastoral
Kingsley,Mobile Polling Place,Bethanie - Kingsley Lodge,"190 Twickenham Drive, KINGSLEY WA 6026",-31.810011,115.787016,North Metropolitan
Kingsley,Mobile Polling Place,Bethanie Nursing Home,"98 Ellersdale Avenue, WARWICK WA 6024",-31.84135,115.811977,North Metropolitan
Kingsley,Ordinary Polling Place,Church of Christ Warwick,"77 Ellersdale Avenue, WARWICK WA 6024",-31.84174,115.80920,North Metropolitan
Kingsley,Ordinary Polling Place,Creaney Primary School,"6 Creaney Drive, KINGSLEY WA 6026",-31.80365,115.78842,North Metropolitan
Kingsley,Ordinary Polling Place,Goollelal Primary School,"30 Cadogan Street, KINGSLEY WA 6026",-31.81516,115.80116,North Metropolitan
Kingsley,Ordinary Polling Place,Greenwood College,"79 Coolibah Drive, GREENWOOD WA 6024",-31.82782,115.7915,North Metropolitan
Kingsley,Ordinary Polling Place,Greenwood Primary School,"12 Merivale Way, GREENWOOD WA 6024",-31.828768,115.808459,North Metropolitan
Kingsley,Ordinary Polling Place,Halidon Primary School,"38 Halidon Street, KINGSLEY WA 6026",-31.80828,115.8015,North Metropolitan
Kingsley,Ordinary Polling Place,Hawker Park Primary School,"47 Hawker Avenue, WARWICK WA 6024",-31.84019,115.7971,North Metropolitan
Kingsley,Mobile Polling Place,Meath Care Kingsley,"18 Hocking Road, KINGSLEY WA 6026",-31.802218,115.814019,North Metropolitan
Kingsley,Ordinary Polling Place,North Woodvale Primary School,"4 Chichester Drive, WOODVALE WA 6026",-31.78425,115.78801,North Metropolitan
Kingsley,Mobile Polling Place,Woodlake Aged Care,"40 Woodlake Retreat, KINGSLEY WA 6026",-31.816323,115.819937,North Metropolitan
Kingsley,Ordinary Polling Place,Woodvale Secondary College,"110 Woodvale Drive, WOODVALE WA 6026",-31.7913,115.80048,North Metropolitan
Kwinana,Ordinary Polling Place,Atwell Primary School,"160 Lydon Boulevard, ATWELL WA 6164",-32.13562,115.86853,South Metropolitan
Kwinana,Ordinary Polling Place,Aubin Grove Primary School,"85 Camden Boulevard, AUBIN GROVE WA 6164",-32.172720,115.861362,South Metropolitan
Kwinana,Mobile Polling Place,Banksia Park Aged Care,"20 Bright Road, CALISTA WA 6167",-32.248412,115.81130,South Metropolitan
Kwinana,Ordinary Polling Place,Calista Primary School,"Chilcott Street, CALISTA WA 6167",-32.24559,115.81067,South Metropolitan
Kwinana,Mobile Polling Place,Casuarina Prison,"Orton Road, CASUARINA WA 6167",-32.24143,115.87874,South Metropolitan
Kwinana,Ordinary Polling Place,Hammond Park Primary School,"10 Eucalyptus Drive, HAMMOND PARK WA 6164",-32.16638200,115.84429800,South Metropolitan
Kwinana,Ordinary Polling Place,Harmony Primary School,"60 Aurora Drive, ATWELL WA 6164",-32.15076,115.86484,South Metropolitan
Kwinana,Ordinary Polling Place,Leda Primary School,"1-25 Feilman Drive, LEDA WA 6170",-32.260218,115.803967,South Metropolitan
Kwinana,Ordinary Polling Place,Medina Primary School,"Medina Avenue, MEDINA WA 6167",-32.235927,115.804771,South Metropolitan
Kwinana,Ordinary Polling Place,North Parmelia Primary School,"15-35 Durrant Avenue, PARMELIA WA 6167",-32.23544,115.83616,South Metropolitan
Kwinana,Ordinary Polling Place,Peter Carnley Anglican Community School,"386 Wellard Road, WELLARD WA 6170",-32.257132,115.815521,South Metropolitan
Kwinana,Mobile Polling Place,Regents Garden,"248 Lyon Road, AUBIN GROVE WA 6164",-32.168027,115.860501,South Metropolitan
Kwinana,Ordinary Polling Place,St Vincent's School,"114 Parmelia Avenue, PARMELIA WA 6167",-32.252542,115.826167,South Metropolitan
Kwinana,Mobile Polling Place,TCP - Orelia,"14 Burke Place, ORELIA WA 6167",-32.237933,115.82249,South Metropolitan
Kwinana,Ordinary Polling Place,Wandi Pavilion,"302 De Haer Road, WANDI WA 6167",-32.19395,115.89070,South Metropolitan
Mandurah,Ordinary Polling Place,Assumption Catholic Primary School,"22-34 Gordon Road, MANDURAH WA 6210",-32.51048,115.74697,South West
Mandurah,Mobile Polling Place,Bethanie Peel Lodge,"2 MacLaggan Turn, COODANUP WA 6210",-32.541864,115.748754,South West
Mandurah,Ordinary Polling Place,Billy Dower Youth Centre,"41 Dower Street, MANDURAH WA 6210",-32.532313,115.740307,South West
Mandurah,Ordinary Polling Place,Coodanup Community College,"Wanjeep Street, COODANUP WA 6210",-32.54713,115.75025,South West
Mandurah,Mobile Polling Place,Coolibah Total Caring,"24-32 Third Avenue, MANDURAH WA 6210",-32.54087,115.74286,South West
Mandurah,Ordinary Polling Place,Foundation Christian College,"115 Waldron Boulevard, GREENFIELDS WA 6210",-32.52873,115.76318,South West
Mandurah,Mobile Polling Place,Greenfields Aged Care,"95 Lakes Road, GREENFIELDS WA 6210",-32.532107,115.761273,South West
Mandurah,Ordinary Polling Place,Madora Bay Community Hall,"Orelia Street, MADORA BAY WA 6210",-32.472715,115.752066,South West
Mandurah,Ordinary Polling Place,Mandurah Baptist College,"Catalina Drive, LAKELANDS WA 6180",-32.47738,115.76090,South West
Mandurah,Ordinary Polling Place,Mandurah Primary School,"18 Hackett Street, MANDURAH WA 6210",-32.52878,115.72524,South West
Mandurah,Ordinary Polling Place,McNamara Lodge - RAAFA Estate,"41 Portrush Parade, MEADOW SPRINGS WA 6210",-32.50288,115.75345,South West
Mandurah,Mobile Polling Place,McNamara Lodge - RAAFA Estate,"41 Portrush Parade, MEADOW SPRINGS WA 6210",-32.503215,115.75346,South West
Mandurah,Mobile Polling Place,Peel Health Campus,"74-110 Lakes Road, GREENFIELDS WA 6210",-32.531962,115.763583,South West
Mandurah,Ordinary Polling Place,Riverside Primary School,"1 Minilya Parkway, GREENFIELDS WA 6210",-32.53179,115.76789,South West
Mandurah,Mobile Polling Place,RSL Residential Care,"82 Oakmont Avenue, MANDURAH WA 6210",-32.50156,115.743661,South West
Mandurah,Ordinary Polling Place,West Murray Community Hall,"Cnr Pinjarra and Goodooga Road, FURNISSDALE WA 6210",-32.55847,115.78686,South West
Maylands,Mobile Polling Place,Amana Living - St George's Home,"2 Essex Street, BAYSWATER WA 6053",-31.915777,115.905769,East Metropolitan
Maylands,Ordinary Polling Place,Bayswater Senior Citizens Centre,"27 King William Street, BAYSWATER WA 6053",-31.920288,115.913862,East Metropolitan
Maylands,Ordinary Polling Place,Beaufort Park Hall,"Birkett Street, BAYSWATER WA 6053",-31.915035,115.896252,East Metropolitan
Maylands,Mobile Polling Place,City of Bayswater Hostel,"21 Embleton Avenue, EMBLETON WA 6062",-31.902269,115.916142,East Metropolitan
Maylands,Mobile Polling Place,Embleton Care Facility,"46 Broun Avenue, EMBLETON WA 6062",-31.907074,115.902312,East Metropolitan
Maylands,Ordinary Polling Place,Embleton Primary School,"51 Priestly Street, EMBLETON WA 6062",-31.902103,115.909042,East Metropolitan
Maylands,Ordinary Polling Place,Hillcrest Primary School,"2 Bay View Street, BAYSWATER WA 6053",-31.909777,115.902074,East Metropolitan
Maylands,Ordinary Polling Place,Inglewood Masonic Hall,"125 Ninth Avenue, INGLEWOOD WA 6052",-31.924650,115.888429,East Metropolitan
Maylands,Ordinary Polling Place,Inglewood Primary School,"34 Normanby Road, INGLEWOOD WA 6052",-31.917235,115.886426,East Metropolitan
Maylands,Ordinary Polling Place,Maylands Peninsula Primary School,"60 Kelvin Street, MAYLANDS WA 6051",-31.932301,115.903887,East Metropolitan
Maylands,Mobile Polling Place,Mertone Hostel,"30 Winifred Road, BAYSWATER WA 6053",-31.915846,115.916697,East Metropolitan
Maylands,Mobile Polling Place,Ritcher Lodge,"480 Guildford Road, BAYSWATER WA 6053",-31.924316,115.923065,East Metropolitan
Maylands,Ordinary Polling Place,School of Instrumental Music,"150 Guildford Road, MAYLANDS WA 6051",-31.931831,115.891538,East Metropolitan
Maylands,Ordinary Polling Place,St Peters Parish Hall,"91 Wood Street, BEDFORD WA 6052",-31.912322,115.884891,East Metropolitan
Midland,Ordinary Polling Place,Bellevue Hall,"10 Helen Street, BELLEVUE WA 6056",-31.899515,116.027655,East Metropolitan
Midland,Ordinary Polling Place,Clayton View Primary School,"211 Clayton Street, KOONGAMIA WA 6056",-31.905302,116.040604,East Metropolitan
Midland,Ordinary Polling Place,East Beechboro Primary School,"Brockmill Avenue, BEECHBORO WA 6063",-31.872850,115.950898,East Metropolitan
Midland,Ordinary Polling Place,Goodstart Early Learning Stratton,"165 Talbot Road, STRATTON WA 6056",-31.862217,116.045642,East Metropolitan
Midland,Ordinary Polling Place,Greenmount Primary School,"50-68 Innamincka Road, GREENMOUNT WA 6056",-31.897105,116.046806,East Metropolitan
Midland,Ordinary Polling Place,Guildford Town Hall,"Cnr James and Meadows Street, GUILDFORD WA 6055",-31.89957,115.97201,East Metropolitan
Midland,Ordinary Polling Place,Helena Valley Primary School,"3700 Helena Valley Road, HELENA VALLEY WA 6056",-31.924682,116.049096,East Metropolitan
Midland,Ordinary Polling Place,Midland Town Hall,"Cnr Great Eastern Highway and Old Great Northern Highway, MIDLAND WA 6056",-31.88948,116.00214,East Metropolitan
Midland,Mobile Polling Place,Morrison Lodge,"1A North Street, MIDLAND WA 6056",-31.885493,116.014722,East Metropolitan
Midland,Ordinary Polling Place,North Metropolitan TAFE Midland Campus,"Eddie Barron Drive, MIDDLE SWAN WA 6056",-31.878068,116.019298,East Metropolitan
Midland,Mobile Polling Place,Regis Greenmount,"22 Coongan Avenue, GREENMOUNT WA 6056",-31.90251,116.043192,East Metropolitan
Midland,Mobile Polling Place,St John of God Midland,"1 Clayton Street, MIDLAND WA 6056",-31.894471,116.007502,East Metropolitan
Midland,Mobile Polling Place,St Vincent's Aged Care,"224 Swan Street, GUILDFORD WA 6055",-31.896265,115.96129,East Metropolitan
Midland,Ordinary Polling Place,Stratton Community Hall,"Jecks Place, STRATTON WA 6056",-31.868617,116.035028,East Metropolitan
Midland,Ordinary Polling Place,Swan View Senior High School,"Gladstone Avenue, SWAN VIEW WA 6056",-31.88843,116.04381,East Metropolitan
Midland,Mobile Polling Place,Tuohy Nursing Home,"22 Morrison Road, MIDLAND WA 6056",-31.88799,115.998683,East Metropolitan
Midland,Mobile Polling Place,Woodville House,"425 Clayton Road, HELENA VALLEY WA 6056",-31.917437,116.045134,East Metropolitan
Mirrabooka,Ordinary Polling Place,Alexander Heights Community Hall,"18 Linto Way, ALEXANDER HEIGHTS WA 6064",-31.828529,115.853601,East Metropolitan
Mirrabooka,Ordinary Polling Place,Alinjarra Primary School,"33 Northumberland Avenue, ALEXANDER HEIGHTS WA 6064",-31.830074,115.870322,East Metropolitan
Mirrabooka,Ordinary Polling Place,Balga Primary School,"11 Fernhurst Crescent, BALGA WA 6061",-31.86099,115.84478,East Metropolitan
Mirrabooka,Ordinary Polling Place,Boyare Primary School,"9 Threadleaf Way, MIRRABOOKA WA 6061",-31.857710,115.873457,East Metropolitan
Mirrabooka,Ordinary Polling Place,Dryandra Primary School,"45 Dryandra Avenue, MIRRABOOKA WA 6061",-31.85505,115.86288,East Metropolitan
Mirrabooka,Mobile Polling Place,Hellenic Community Aged Care,"2 Hellenic Drive, DIANELLA WA 6059",-31.870322,115.876834,East Metropolitan
Mirrabooka,Ordinary Polling Place,Illawarra Primary School,"Illawarra Crescent North, BALLAJURA WA 6066",-31.82825,115.88183,East Metropolitan
Mirrabooka,Ordinary Polling Place,Koondoola Primary School,"50 Burbridge Avenue, KOONDOOLA WA 6064",-31.837902,115.862361,East Metropolitan
Mirrabooka,Ordinary Polling Place,North Balga Primary School,"30 Maitland Road, BALGA WA 6061",-31.85243,115.83413,East Metropolitan
Mirrabooka,Ordinary Polling Place,St Andrew's Grammar School,"4 Hellenic Drive, DIANELLA WA 6059",-31.870066,115.874868,East Metropolitan
Mirrabooka,Ordinary Polling Place,Westminster Primary School,"30 Marloo Road, WESTMINSTER WA 6061",-31.869631,115.838157,East Metropolitan
Moore,Ordinary Polling Place,Badgingarra Community Centre,"2 North West Road, BADGINGARRA WA 6521",-30.38721,115.49866,Agricultural
Moore,Ordinary Polling Place,Bindoon Primary School,"19 Learners Way, BINDOON WA 6502",-31.38055000,116.09660000,Agricultural
Moore,Ordinary Polling Place,Bolgart Primary School,"28 Smith Street, BOLGART WA 6568",-31.273895,116.510466,Agricultural
Moore,Ordinary Polling Place,Calingiri Primary School,"18 Cavell Street, CALINGIRI WA 6569",-31.090154,116.45,Agricultural
Moore,Ordinary Polling Place,Carnamah District High School,"48 McPherson Street, CARNAMAH WA 6517",-29.68695,115.89191,Agricultural
Moore,Ordinary Polling Place,Cervantes Recreation Centre,"7 Aragon Street, CERVANTES WA 6511",-30.499586,115.070205,Agricultural
Moore,Ordinary Polling Place,Coorow Community Centre,"Main Street, COOROW WA 6515",-29.880944,116.023975,Agricultural
Moore,Ordinary Polling Place,Dalwallinu District High School,"97 Johnston Street, DALWALLINU WA 6609",-30.270294,116.662037,Agricultural
Moore,Mobile Polling Place,Dalwallinu Health Service,"Myers Street, DALWALLINU WA 6609",-30.277004,116.656412,Agricultural
Moore,Ordinary Polling Place,Dandaragan Primary School,"Dandaragan Road, DANDARAGAN WA 6507",-30.67287,115.70262,Agricultural
Moore,Ordinary Polling Place,Eneabba Primary School,"20 Dewar Street, ENEABBA WA 6518",-29.819440,115.268769,Agricultural
Moore,Ordinary Polling Place,Granville Centre,"3 Jones Street, GINGIN WA 6503",-31.348989,115.905184,Agricultural
Moore,Ordinary Polling Place,Green Head Community Centre,"Green Head Road, GREEN HEAD WA 6514",-30.067274,114.968171,Agricultural
Moore,Ordinary Polling Place,Guilderton Hall,"Hall Road, GUILDERTON WA 6041",-31.348772,115.504375,Agricultural
Moore,Ordinary Polling Place,Horrocks Community Recreation Centre,"North Court, HORROCKS WA 6535",-28.379944,114.430262,Agricultural
Moore,Ordinary Polling Place,Immaculate Heart College,"34 Santa Gertrudis Drive, LOWER CHITTERING WA 6084",-31.56069,116.07813,Agricultural
Moore,Ordinary Polling Place,Irwin Recreation Centre,"1 Ridley Street, DONGARA WA 6525",-29.265293,114.924604,Agricultural
Moore,Ordinary Polling Place,Jurien Bay District High School,"19 Hamersley Street, JURIEN BAY WA 6516",-30.30761,115.03962,Agricultural
Moore,Ordinary Polling Place,Kalannie Primary School,"41 Locke Street, KALANNIE WA 6468",-30.36294,117.11542,Agricultural
Moore,Ordinary Polling Place,Kalbarri District High School,"Hackney Street, KALBARRI WA 6536",-27.71251,114.16368,Agricultural
Moore,Ordinary Polling Place,Ledge Point Community Hall,"381 Turner Street, LEDGE POINT WA 6043",-31.10870,115.37788,Agricultural
Moore,Ordinary Polling Place,Leeman Primary School,"10 Spencer Street, LEEMAN WA 6514",-29.94823,114.97841,Agricultural
Moore,Ordinary Polling Place,Miling Primary School,"Nardy Street, MILING WA 6575",-30.492704,116.361831,Agricultural
Moore,Ordinary Polling Place,Mingenew Primary School,"70 Phillip Street, MINGENEW WA 6522",-29.194401,115.440919,Agricultural
Moore,Mobile Polling Place,Mogumber Hall,"3680 Bindoon-Moora Road, MOGUMBER WA 6506",-31.034607,116.044032,Agricultural
Moore,Mobile Polling Place,Moora Health Service,"Dandaragan Street, MOORA WA 6510",-30.639592,116.001215,Agricultural
Moore,Ordinary Polling Place,Moora Performing Arts Centre,"Padbury Street, MOORA WA 6510",-30.641874,116.008010,Agricultural
Moore,Ordinary Polling Place,Morawa Shire Council Chambers,"66 Winfield Street, MORAWA WA 6623",-29.209793,116.009123,Agricultural
Moore,Ordinary Polling Place,Muchea Community Hall,"Archibald Street, MUCHEA WA 6501",-31.58197,115.97096,Agricultural
Moore,Ordinary Polling Place,Mullewa District High School,"Jose Street, MULLEWA WA 6630",-28.53676,115.51240,Agricultural
Moore,Ordinary Polling Place,Nabawa Community Hall,"Chapman Valley Road, NABAWA WA 6532",-28.499113,114.792790,Agricultural
Moore,Ordinary Polling Place,New Norcia Education Centre,"Great Northern Highway, NEW NORCIA WA 6509",-30.96852,116.21604,Agricultural
Moore,Ordinary Polling Place,Northampton RSL Hall,"Essex Street, NORTHAMPTON WA 6535",-28.347788,114.631020,Agricultural
Moore,Ordinary Polling Place,Perenjori Primary School,"Carnamah-Perenjori Road, PERENJORI WA 6620",-29.443671,116.286110,Agricultural
Moore,Ordinary Polling Place,Seabird Community Hall,"Chalon Avenue, SEABIRD WA 6042",-31.277632,115.444111,Agricultural
